"UBIGEO","DEPARTAMENTO","PROVINCIA","DISTRITO","lat","lon"
50903,"AYACUCHO","SUCRE","CHALCOS",-13.8477453,-73.7540891
50904,"AYACUCHO","SUCRE","CHILCAYOC",-13.8834503,-73.7273297
50905,"AYACUCHO","SUCRE","HUACANA",-14.171883,-73.8862868
50906,"AYACUCHO","SUCRE","MORCOLLA",-14.1086995,-73.8722162
50907,"AYACUCHO","SUCRE","PAICO",-14.0383594,-73.6421391
50908,"AYACUCHO","SUCRE","SAN PEDRO DE LARCAY",-14.168823,-73.5728159
50909,"AYACUCHO","SUCRE","SAN SALVADOR DE QUIJE",-13.9684014,-73.7347073
50910,"AYACUCHO","SUCRE","SANTIAGO DE PAUCARAY",-14.0441304,-73.6374396
50911,"AYACUCHO","SUCRE","SORAS",-14.1144908,-73.6040552
51001,"AYACUCHO","VICTOR FAJARDO","HUANCAPI",-13.7524539,-74.0663014
51002,"AYACUCHO","VICTOR FAJARDO","ALCAMENCA",-13.6570493,-74.1472098
51003,"AYACUCHO","VICTOR FAJARDO","APONGO",-14.0132331,-73.9324818
51004,"AYACUCHO","VICTOR FAJARDO","ASQUIPATA",-14.0551088,-73.9096218
51005,"AYACUCHO","VICTOR FAJARDO","CANARIA",-13.9235923,-73.9034791
51006,"AYACUCHO","VICTOR FAJARDO","CAYARA",-13.7950216,-73.9888655
51007,"AYACUCHO","VICTOR FAJARDO","COLCA",-13.7125385,-74.0335467
51008,"AYACUCHO","VICTOR FAJARDO","HUAMANQUIQUIA",-13.7291512,-74.2719606
51009,"AYACUCHO","VICTOR FAJARDO","HUANCARAYLLA",-13.7186786,-74.102109
51010,"AYACUCHO","VICTOR FAJARDO","HUAYA",-13.8685119,-73.9865505
51011,"AYACUCHO","VICTOR FAJARDO","SARHUA",-13.6729102,-74.3198661
51012,"AYACUCHO","VICTOR FAJARDO","VILCANCHOS",-13.6112354,-74.532601
51101,"AYACUCHO","VILCAS HUAMAN","VILCAS HUAMAN",-13.6531247,-73.9538138
51102,"AYACUCHO","VILCAS HUAMAN","ACCOMARCA",-13.8008867,-73.9040554
51103,"AYACUCHO","VILCAS HUAMAN","CARHUANCA",-13.7424052,-73.7875323
51104,"AYACUCHO","VILCAS HUAMAN","CONCEPCION",-14.5416023,-74.8067356
51105,"AYACUCHO","VILCAS HUAMAN","HUAMBALPA",-13.7503074,-73.9315832
51106,"AYACUCHO","VILCAS HUAMAN","INDEPENDENCIA",-13.8846728,-73.8570602
51107,"AYACUCHO","VILCAS HUAMAN","SAURAMA",-13.695496,-73.7592506
51108,"AYACUCHO","VILCAS HUAMAN","VISCHONGO",-13.589164,-73.9950577
60101,"CAJAMARCA","CAJAMARCA","CAJAMARCA",-7.1566682,-78.517306
60102,"CAJAMARCA","CAJAMARCA","ASUNCION",-7.3234733,-78.5185817
60103,"CAJAMARCA","CAJAMARCA","CHETILLA",-7.1469797,-78.6727252
60104,"CAJAMARCA","CAJAMARCA","COSPAN",-7.4270012,-78.5423093
60105,"CAJAMARCA","CAJAMARCA","ENCANADA",-7.0849697,-78.3428527
60106,"CAJAMARCA","CAJAMARCA","JESUS",-7.2489716,-78.3794946
60107,"CAJAMARCA","CAJAMARCA","LLACANORA",-7.1935919,-78.4266731
60108,"CAJAMARCA","CAJAMARCA","LOS BANOS DEL INCA",-7.1637846,-78.4647758
60109,"CAJAMARCA","CAJAMARCA","MAGDALENA",-7.250584,-78.6592926
60110,"CAJAMARCA","CAJAMARCA","MATARA",-7.274874,-78.2626479
60111,"CAJAMARCA","CAJAMARCA","NAMORA",-7.2021381,-78.3253016
60112,"CAJAMARCA","CAJAMARCA","SAN JUAN",-7.2917583,-78.4975638
60201,"CAJAMARCA","CAJABAMBA","CAJABAMBA",-7.5537776,-78.0533705
60202,"CAJAMARCA","CAJABAMBA","CACHACHI",-7.4487528,-78.2686919
60203,"CAJAMARCA","CAJABAMBA","CONDEBAMBA",-7.5320634,-78.0953233
60204,"CAJAMARCA","CAJABAMBA","SITACOCHA",-7.4918771,-77.8999671
60301,"CAJAMARCA","CELENDIN","CELENDIN",-6.800183,-78.203645
60302,"CAJAMARCA","CELENDIN","CHUMUCH",-6.6029568,-78.200322
60303,"CAJAMARCA","CELENDIN","CORTEGANA",-6.5132567,-78.3289876
60304,"CAJAMARCA","CELENDIN","HUASMIN",-6.8376064,-78.2449857
60305,"CAJAMARCA","CELENDIN","JORGE CHAVEZ",-6.6101789,-78.2811249
60306,"CAJAMARCA","CELENDIN","JOSE GALVEZ",-6.9257243,-78.1327793
60307,"CAJAMARCA","CELENDIN","MIGUEL IGLESIAS",-6.67727,-78.203976
60308,"CAJAMARCA","CELENDIN","OXAMARCA",-7.0419042,-78.0680177
60309,"CAJAMARCA","CELENDIN","SOROCHUCO",-6.9116568,-78.2550906
60310,"CAJAMARCA","CELENDIN","SUCRE",-6.9426948,-78.1356347
60311,"CAJAMARCA","CELENDIN","UTCO",-6.8964042,-78.0633552
60312,"CAJAMARCA","CELENDIN","LA LIBERTAD DE PALLAN",-6.7234922,-78.2823411
60401,"CAJAMARCA","CHOTA","CHOTA",-6.5614846,-78.6509551
60402,"CAJAMARCA","CHOTA","ANGUIA",-6.3414242,-78.605603
60403,"CAJAMARCA","CHOTA","CHADIN",-6.4713704,-78.4192787
60404,"CAJAMARCA","CHOTA","CHIGUIRIP",-6.4281698,-78.7212712
60405,"CAJAMARCA","CHOTA","CHIMBAN",-6.2514295,-78.4784639
60406,"CAJAMARCA","CHOTA","CHOROPAMPA",-6.4366718,-78.3498854
60407,"CAJAMARCA","CHOTA","COCHABAMBA",-6.474381,-78.8851926
60408,"CAJAMARCA","CHOTA","CONCHAN",-6.444536,-78.6559814
60409,"CAJAMARCA","CHOTA","HUAMBOS",-6.4526579,-78.9609489
60410,"CAJAMARCA","CHOTA","LAJAS",-6.5603051,-78.7347385
60411,"CAJAMARCA","CHOTA","LLAMA",-6.5146412,-79.1200724
60412,"CAJAMARCA","CHOTA","MIRACOSTA",-6.4047699,-79.2837793
60413,"CAJAMARCA","CHOTA","PACCHA",-6.4973639,-78.4234478
60414,"CAJAMARCA","CHOTA","PION",-6.1782783,-78.4821171
60415,"CAJAMARCA","CHOTA","QUEROCOTO",-6.3591933,-79.0346121
60416,"CAJAMARCA","CHOTA","SAN JUAN DE LICUPIS",-6.4772439,-79.2481234
60417,"CAJAMARCA","CHOTA","TACABAMBA",-6.3929949,-78.6112435
60418,"CAJAMARCA","CHOTA","TOCMOCHE",-6.4129611,-79.3607734
60419,"CAJAMARCA","CHOTA","CHALAMARCA",-6.5031727,-78.4797597
60501,"CAJAMARCA","CONTUMAZA","CONTUMAZA",-7.333333,-78.916667
60502,"CAJAMARCA","CONTUMAZA","CHILETE",-7.2213783,-78.8396922
60503,"CAJAMARCA","CONTUMAZA","CUPISNIQUE",-7.3716381,-79.0681649
60504,"CAJAMARCA","CONTUMAZA","GUZMANGO",-7.3850276,-78.8963668
60505,"CAJAMARCA","CONTUMAZA","SAN BENITO",-7.5205811,-78.9586674
60506,"CAJAMARCA","CONTUMAZA","SANTA CRUZ DE TOLED",-7.34556,-78.83579
60507,"CAJAMARCA","CONTUMAZA","TANTARICA",-7.2698246,-78.944504
60508,"CAJAMARCA","CONTUMAZA","YONAN",-7.2849207,-79.1833583
60601,"CAJAMARCA","CUTERVO","CUTERVO",-6.2020093,-78.789661
60602,"CAJAMARCA","CUTERVO","CALLAYUC",-6.1808953,-78.9101946
60603,"CAJAMARCA","CUTERVO","CHOROS",-5.9003238,-78.693769
60604,"CAJAMARCA","CUTERVO","CUJILLO",-6.1070938,-78.5741191
60605,"CAJAMARCA","CUTERVO","LA RAMADA",-6.25312,-78.575789
60606,"CAJAMARCA","CUTERVO","PIMPINGOS",-6.0619295,-78.7583334
60607,"CAJAMARCA","CUTERVO","QUEROCOTILLO",-6.2735837,-79.0381664
60608,"CAJAMARCA","CUTERVO","SAN ANDRES DE CUTERVO",-6.238498,-78.7123154
60609,"CAJAMARCA","CUTERVO","SAN JUAN DE CUTERVO",-6.1634022,-78.5978979
60610,"CAJAMARCA","CUTERVO","SAN LUIS DE LUCMA",-6.2941228,-78.6035288
60611,"CAJAMARCA","CUTERVO","SANTA CRUZ",-6.6942323,-78.9752808
60612,"CAJAMARCA","CUTERVO","SANTO DOMINGO DE LA CAPILLA",-6.2536902,-78.6385565
60613,"CAJAMARCA","CUTERVO","SANTO TOMAS",-6.1513646,-78.6823138
60614,"CAJAMARCA","CUTERVO","SOCOTA",-6.3153223,-78.6996584
60615,"CAJAMARCA","CUTERVO","TORIBIO CASANOVA",-5.9879043,-78.6853566
60701,"CAJAMARCA","HUALGAYOC","BAMBAMARCA",-6.68221,-78.5201491
60702,"CAJAMARCA","HUALGAYOC","CHUGUR",-6.3727195,-78.85665
60703,"CAJAMARCA","HUALGAYOC","HUALGAYOC",-6.7087189,-78.5314589
60801,"CAJAMARCA","JAEN","JAEN",-5.6845697,-79.0604248
60802,"CAJAMARCA","JAEN","BELLAVISTA",-5.6655198,-78.6790967
60803,"CAJAMARCA","JAEN","CHONTALI",-5.6460405,-79.0880569
60804,"CAJAMARCA","JAEN","COLASAY",-5.9788585,-79.068558
60805,"CAJAMARCA","JAEN","HUABAL",-5.6128756,-78.8996429
60806,"CAJAMARCA","JAEN","LAS PIRIAS",-5.6272504,-78.8525806
60807,"CAJAMARCA","JAEN","POMAHUACA",-5.9320935,-79.229731
60808,"CAJAMARCA","JAEN","PUCARA",-6.4540629,-78.3163726
60809,"CAJAMARCA","JAEN","SALLIQUE",-5.6583409,-79.3155413
60810,"CAJAMARCA","JAEN","SAN FELIPE",-5.7704483,-79.313728
60811,"CAJAMARCA","JAEN","SAN JOSE DEL ALTO",-5.5155185,-79.0535984
60812,"CAJAMARCA","JAEN","SANTA ROSA",-5.4327549,-78.566755
60901,"CAJAMARCA","SAN IGNACIO","SAN IGNACIO",-5.1243684,-78.8956299
60902,"CAJAMARCA","SAN IGNACIO","CHIRINOS",-5.3039554,-78.8981584
60903,"CAJAMARCA","SAN IGNACIO","HUARANGO",-5.2728294,-78.7758172
60904,"CAJAMARCA","SAN IGNACIO","LA COIPA",-5.3930466,-78.9061426
60905,"CAJAMARCA","SAN IGNACIO","NAMBALLE",-5.0045531,-79.0876516
60906,"CAJAMARCA","SAN IGNACIO","SAN JOSE DE LOURDES",-5.1031042,-78.9138215
60907,"CAJAMARCA","SAN IGNACIO","TABACONAS",-5.3160315,-79.2831531
61001,"CAJAMARCA","SAN MARCOS","PEDRO GALVEZ",-7.3243899,-78.1841581
61002,"CAJAMARCA","SAN MARCOS","CHANCAY",-7.3881817,-78.12367
61003,"CAJAMARCA","SAN MARCOS","EDUARDO VILLANUEVA",-7.4366446,-78.1476144
61004,"CAJAMARCA","SAN MARCOS","GREGORIO PITA",-7.2213916,-78.1612915
61005,"CAJAMARCA","SAN MARCOS","ICHOCAN",-7.368345,-78.1304423
61006,"CAJAMARCA","SAN MARCOS","JOSE MANUEL QUIROZ",-7.3537249,-78.0111071
61007,"CAJAMARCA","SAN MARCOS","JOSE SABOGAL",-7.2144553,-77.9822936
61101,"CAJAMARCA","SAN MIGUEL","SAN MIGUEL",-6.9768275,-78.9409485
61102,"CAJAMARCA","SAN MIGUEL","BOLIVAR",-5.8280375,-78.9923913
61103,"CAJAMARCA","SAN MIGUEL","CALQUIS",-6.9801252,-78.8499806
61104,"CAJAMARCA","SAN MIGUEL","CATILLUC",-6.8259071,-78.7803412
61105,"CAJAMARCA","SAN MIGUEL","EL PRADO",-7.0336496,-79.0111824
61106,"CAJAMARCA","SAN MIGUEL","LA FLORIDA",-6.8696112,-79.1220288
61107,"CAJAMARCA","SAN MIGUEL","LLAPA",-6.9807634,-78.8076004
61108,"CAJAMARCA","SAN MIGUEL","NANCHOC",-6.9595289,-79.2427447
61109,"CAJAMARCA","SAN MIGUEL","NIEPOS",-6.9264182,-79.1296784
61110,"CAJAMARCA","SAN MIGUEL","SAN GREGORIO",-7.0571249,-79.0951175
61111,"CAJAMARCA","SAN MIGUEL","SAN SILVESTRE DE",-7.16378,-78.50027
61112,"CAJAMARCA","SAN MIGUEL","TONGOD",-6.7565331,-78.8246992
61113,"CAJAMARCA","SAN MIGUEL","UNION AGUA BLANCA",-7.1140673,-79.0453898
61201,"CAJAMARCA","SAN PABLO","SAN PABLO",-7.0918959,-78.740251
61202,"CAJAMARCA","SAN PABLO","SAN BERNARDINO",-7.1685387,-78.8281601
61203,"CAJAMARCA","SAN PABLO","SAN LUIS",-7.1572916,-78.8679074
61204,"CAJAMARCA","SAN PABLO","TUMBADEN",-7.0249393,-78.7397496
61301,"CAJAMARCA","SANTA CRUZ","SANTA CRUZ",-6.6942323,-78.9752808
61302,"CAJAMARCA","SANTA CRUZ","ANDABAMBA",-6.6628214,-78.8172733
61303,"CAJAMARCA","SANTA CRUZ","CATACHE",-6.6739084,-79.0326561
61304,"CAJAMARCA","SANTA CRUZ","CHANCAY BANOS",-6.5539981,-78.8818592
61305,"CAJAMARCA","SANTA CRUZ","LA ESPERANZA",-6.5929359,-78.8957639
61306,"CAJAMARCA","SANTA CRUZ","NINABAMBA",-6.6501099,-78.7875763
61307,"CAJAMARCA","SANTA CRUZ","PULAN",-6.7388038,-78.9204565
61308,"CAJAMARCA","SANTA CRUZ","SAUCEPAMPA",-6.6906321,-78.9166193
61309,"CAJAMARCA","SANTA CRUZ","SEXI",-6.5639099,-79.0513314
61310,"CAJAMARCA","SANTA CRUZ","UTICYACU",-6.6065559,-78.793839
61311,"CAJAMARCA","SANTA CRUZ","YAUYUCAN",-6.6824333,-78.8409288
70101,"CALLAO","CALLAO","CALLAO",-12.0522626,-77.1391133
70102,"CALLAO","CALLAO","BELLAVISTA",-12.0597362,-77.1111612
70103,"CALLAO","CALLAO","CARMEN DE LA LEGUA",-12.0393788,-77.0905607
70104,"CALLAO","CALLAO","LA PERLA",-12.0659597,-77.1080612
70105,"CALLAO","CALLAO","LA PUNTA",-12.072658,-77.1642486
70106,"CALLAO","CALLAO","VENTANILLA",-11.8847295,-77.1230679
80101,"CUSCO","CUSCO","CUSCO",-13.5170887,-71.9785356
80102,"CUSCO","CUSCO","CCORCA",-13.5844728,-72.0592279
80103,"CUSCO","CUSCO","POROY",-13.4955245,-72.043601
80104,"CUSCO","CUSCO","SAN JERONIMO",-13.5585733,-71.8883114
80105,"CUSCO","CUSCO","SAN SEBASTIAN",-13.5334539,-71.9221438
80106,"CUSCO","CUSCO","SANTIAGO",-13.5702931,-71.9920183
80107,"CUSCO","CUSCO","SAYLLA",-13.5702475,-71.8271365
80108,"CUSCO","CUSCO","WANCHAQ",-13.5293361,-71.9552876
80201,"CUSCO","ACOMAYO","ACOMAYO",-13.916667,-71.666667
80202,"CUSCO","ACOMAYO","ACOPIA",-14.057335,-71.4929519
80203,"CUSCO","ACOMAYO","ACOS",-13.9512794,-71.738232
80204,"CUSCO","ACOMAYO","MOSOC LLACTA",-14.1204504,-71.4727454
80205,"CUSCO","ACOMAYO","POMACANCHI",-14.0348231,-71.5709789
80206,"CUSCO","ACOMAYO","RONDOCAN",-13.7792824,-71.7818597
80207,"CUSCO","ACOMAYO","SANGARARA",-13.9472154,-71.6035061
80301,"CUSCO","ANTA","ANTA",-13.5,-72.333333
80302,"CUSCO","ANTA","ANCAHUASI",-13.4571382,-72.3005668
80303,"CUSCO","ANTA","CACHIMAYO",-13.475679,-72.0694716
80304,"CUSCO","ANTA","CHINCHAYPUJIO",-13.6294563,-72.2328747
80305,"CUSCO","ANTA","HUAROCONDO",-13.4151005,-72.2075514
80306,"CUSCO","ANTA","LIMATAMBO",-13.4799292,-72.4445624
80307,"CUSCO","ANTA","MOLLEPATA",-13.5086248,-72.5276403
80308,"CUSCO","ANTA","PUCYURA",-13.4793288,-72.1113614
80309,"CUSCO","ANTA","ZURITE",-13.4554756,-72.2554716
80401,"CUSCO","CALCA","CALCA",-12.9397785,-72.058177
80402,"CUSCO","CALCA","COYA",-13.3863918,-71.8985883
80403,"CUSCO","CALCA","LAMAY",-13.3644532,-71.9201349
80404,"CUSCO","CALCA","LARES",-13.1041821,-72.0442395
80405,"CUSCO","CALCA","PISAC",-13.4210472,-71.850496
80406,"CUSCO","CALCA","SAN SALVADOR",-13.4923138,-71.7783551
80407,"CUSCO","CALCA","TARAY",-13.4275831,-71.8669902
80408,"CUSCO","CALCA","YANATILE",-12.7656631,-72.1355719
80501,"CUSCO","CANAS","YANAOCA",-14.2169476,-71.4320629
80502,"CUSCO","CANAS","CHECCA",-14.4734175,-71.3942846
80503,"CUSCO","CANAS","KUNTURKANKI",-14.5267446,-71.2943347
80504,"CUSCO","CANAS","LANGUI",-14.4320268,-71.2730059
80505,"CUSCO","CANAS","LAYO",-14.6263112,-72.1400714
80506,"CUSCO","CANAS","PAMPAMARCA",-14.1473692,-71.4598346
80507,"CUSCO","CANAS","QUEHUE",-14.3801173,-71.4553181
80508,"CUSCO","CANAS","TUPAC AMARU",-13.0006361,-73.4630786
80601,"CUSCO","CANCHIS","SICUANI",-14.2729288,-71.2265322
80602,"CUSCO","CANCHIS","CHECACUPE",-14.0251714,-71.4535654
80603,"CUSCO","CANCHIS","COMBAPATA",-14.1015949,-71.4296335
80604,"CUSCO","CANCHIS","MARANGANI",-14.3573737,-71.1686419
80605,"CUSCO","CANCHIS","PITUMARCA",-13.9803842,-71.4173328
80606,"CUSCO","CANCHIS","SAN PABLO",-14.201866,-71.31498
80607,"CUSCO","CANCHIS","SAN PEDRO",-14.1864622,-71.3435744
80608,"CUSCO","CANCHIS","TINTA",-14.1456699,-71.4071824
80701,"CUSCO","CHUMBIVILCAS","SANTO TOMAS",-14.4500414,-72.081998
80702,"CUSCO","CHUMBIVILCAS","CAPACMARCA",-14.0071868,-72.0028173
80703,"CUSCO","CHUMBIVILCAS","CHAMACA",-14.3023791,-71.8525723
80704,"CUSCO","CHUMBIVILCAS","COLQUEMARCA",-14.2846792,-72.0407386
80705,"CUSCO","CHUMBIVILCAS","LIVITACA",-14.3125299,-71.6895185
80706,"CUSCO","CHUMBIVILCAS","LLUSCO",-14.337199,-72.11399
80707,"CUSCO","CHUMBIVILCAS","QUINOTA",-14.3114158,-72.1383145
80708,"CUSCO","CHUMBIVILCAS","VELILLE",-14.5101172,-71.8846039
80801,"CUSCO","ESPINAR","ESPINAR",-14.8105832,-71.2832861
80802,"CUSCO","ESPINAR","CONDOROMA",-15.3002451,-71.1374549
80803,"CUSCO","ESPINAR","COPORAQUE",-14.8007615,-71.5319033
80804,"CUSCO","ESPINAR","OCORURO",-15.0523951,-71.1290281
80805,"CUSCO","ESPINAR","PALLPATA",-14.9441364,-71.0799121
80806,"CUSCO","ESPINAR","PICHIGUA",-14.6777982,-71.4063142
80807,"CUSCO","ESPINAR","SUYCKUTAMBO",-15.0083849,-71.6447949
80808,"CUSCO","ESPINAR","ALTO PICHIGUA",-14.7375545,-71.2167206
80901,"CUSCO","LA CONVENCION","SANTA ANA",-13.5151121,-71.9851639
80902,"CUSCO","LA CONVENCION","ECHARATE",-12.2752529,-72.7963513
80903,"CUSCO","LA CONVENCION","HUAYOPATA",-13.0037954,-72.5930584
80904,"CUSCO","LA CONVENCION","MARANURA",-12.963611,-72.6646521
80905,"CUSCO","LA CONVENCION","OCOBAMBA",-12.8896294,-72.4415079
80906,"CUSCO","LA CONVENCION","QUELLOUNO",-12.6363708,-72.5570935
80907,"CUSCO","LA CONVENCION","KIMBIRI",-12.6206176,-73.7869003
80908,"CUSCO","LA CONVENCION","SANTA TERESA",-13.1301673,-72.594278
80909,"CUSCO","LA CONVENCION","VILCABAMBA",-12.9019391,-73.2070684
80910,"CUSCO","LA CONVENCION","PICHARI",-12.4778032,-73.7924302
81001,"CUSCO","PARURO","PARURO",-13.916667,-71.916667
81002,"CUSCO","PARURO","ACCHA",-13.971146,-71.8315418
81003,"CUSCO","PARURO","CCAPI",-13.8532331,-72.0818183
81004,"CUSCO","PARURO","COLCHA",-13.8510251,-71.8030624
81005,"CUSCO","PARURO","HUANOQUITE",-13.6816043,-72.0174185
81006,"CUSCO","PARURO","OMACHA",-14.0696667,-71.7380878
81007,"CUSCO","PARURO","PACCARITAMBO",-13.7565865,-71.9564872
81008,"CUSCO","PARURO","PILLPINTO",-13.9535853,-71.7608304
81009,"CUSCO","PARURO","YAURISQUE",-13.6631911,-71.9216442
81101,"CUSCO","PAUCARTAMBO","PAUCARTAMBO",-13.2000945,-71.5539961
81102,"CUSCO","PAUCARTAMBO","CAICAY",-13.5972634,-71.6969307
81103,"CUSCO","PAUCARTAMBO","CHALLABAMBA",-13.2151286,-71.6485302
81104,"CUSCO","PAUCARTAMBO","COLQUEPATA",-13.3603934,-71.6734024
81105,"CUSCO","PAUCARTAMBO","HUANCARANI",-13.5044612,-71.6518467
81106,"CUSCO","PAUCARTAMBO","KOSANIPATA",-13.1134125,-71.2908618
81201,"CUSCO","QUISPICANCHI","URCOS",-13.6874094,-71.62473
81202,"CUSCO","QUISPICANCHI","ANDAHUAYLILLAS",-13.6742274,-71.676964
81203,"CUSCO","QUISPICANCHI","CAMANTI",-13.2867482,-70.6057937
81204,"CUSCO","QUISPICANCHI","CCARHUAYO",-13.595283,-71.399952
81205,"CUSCO","QUISPICANCHI","CCATCA",-13.5880524,-71.46254
81206,"CUSCO","QUISPICANCHI","CUSIPATA",-13.9066376,-71.5028038
81207,"CUSCO","QUISPICANCHI","HUARO",-13.6900409,-71.6407552
81208,"CUSCO","QUISPICANCHI","LUCRE",-13.6337607,-71.7363891
81209,"CUSCO","QUISPICANCHI","MARCAPATA",-13.5917395,-70.9747666
81210,"CUSCO","QUISPICANCHI","OCONGATE",-13.6299026,-71.3847954
81211,"CUSCO","QUISPICANCHI","OROPESA",-13.5944776,-71.7633315
81212,"CUSCO","QUISPICANCHI","QUIQUIJANA",-13.8226604,-71.5421519
81301,"CUSCO","URUBAMBA","URUBAMBA",-13.2292798,-72.2646684
81302,"CUSCO","URUBAMBA","CHINCHERO",-13.3957999,-72.051771
81303,"CUSCO","URUBAMBA","HUAYLLABAMBA",-13.3381165,-72.0645932
81304,"CUSCO","URUBAMBA","MACHUPICCHU",-13.2088887,-72.4751226
81305,"CUSCO","URUBAMBA","MARAS",-13.3353489,-72.1564755
81306,"CUSCO","URUBAMBA","OLLANTAYTAMBO",-13.255845,-72.2663165
81307,"CUSCO","URUBAMBA","YUCAY",-13.3197204,-72.0839548
90101,"HUANCAVELICA","HUANCAVELICA","HUANCAVELICA",-12.78728,-74.9730951
90102,"HUANCAVELICA","HUANCAVELICA","ACOBAMBILLA",-12.7047624,-75.3793301
90103,"HUANCAVELICA","HUANCAVELICA","ACORIA",-12.6428929,-74.8616179
90104,"HUANCAVELICA","HUANCAVELICA","CONAYCA",-12.5198762,-75.0069803
90105,"HUANCAVELICA","HUANCAVELICA","CUENCA",-12.4331919,-75.0386638
90106,"HUANCAVELICA","HUANCAVELICA","HUACHOCOLPA",-13.0317426,-74.9470783
90107,"HUANCAVELICA","HUANCAVELICA","HUAYLLAHUARA",-12.4094641,-75.1783538
90108,"HUANCAVELICA","HUANCAVELICA","IZCUCHACA",-12.5005983,-74.997274
90109,"HUANCAVELICA","HUANCAVELICA","LARIA",-12.5612405,-75.0368788
90110,"HUANCAVELICA","HUANCAVELICA","MANTA",-12.6202779,-75.211004
90111,"HUANCAVELICA","HUANCAVELICA","MARISCAL CACERES",-12.5341479,-74.9333102
90112,"HUANCAVELICA","HUANCAVELICA","MOYA",-12.4232508,-75.1538265
90113,"HUANCAVELICA","HUANCAVELICA","NUEVO OCCORO",-12.5947537,-75.0196367
90114,"HUANCAVELICA","HUANCAVELICA","PALCA",-12.6566995,-74.9805785
90115,"HUANCAVELICA","HUANCAVELICA","PILCHACA",-12.4011858,-75.0838268
90116,"HUANCAVELICA","HUANCAVELICA","VILCA",-12.4773763,-75.1834515
90117,"HUANCAVELICA","HUANCAVELICA","YAULI",-12.7698467,-74.851089
90118,"HUANCAVELICA","HUANCAVELICA","ASCENSION",-12.7839564,-74.9782326
90119,"HUANCAVELICA","HUANCAVELICA","HUANDO",-12.564374,-74.9472848
90201,"HUANCAVELICA","ACOBAMBA","ACOBAMBA",-12.7925429,-74.5882951
90202,"HUANCAVELICA","ACOBAMBA","ANDABAMBA",-12.6937656,-74.6237846
90203,"HUANCAVELICA","ACOBAMBA","ANTA",-12.8121624,-74.6385209
90204,"HUANCAVELICA","ACOBAMBA","CAJA",-12.9155215,-74.4661521
90205,"HUANCAVELICA","ACOBAMBA","MARCAS",-12.8901711,-74.3979132
90206,"HUANCAVELICA","ACOBAMBA","PAUCARA",-12.7299492,-74.6662329
90207,"HUANCAVELICA","ACOBAMBA","POMACOCHA",-12.8741295,-74.5316587
90208,"HUANCAVELICA","ACOBAMBA","ROSARIO",-12.7211475,-74.5824988
90301,"HUANCAVELICA","ANGARAES","LIRCAY",-12.9895611,-74.720505
90302,"HUANCAVELICA","ANGARAES","ANCHONGA",-12.91312,-74.6914334
90303,"HUANCAVELICA","ANGARAES","CALLANMARCA",-12.8668887,-74.6231309
90304,"HUANCAVELICA","ANGARAES","CCOCHACCASA",-12.9275399,-74.7699827
90305,"HUANCAVELICA","ANGARAES","CHINCHO",-12.9728691,-74.3673271
90306,"HUANCAVELICA","ANGARAES","CONGALLA",-12.9560195,-74.4922582
90307,"HUANCAVELICA","ANGARAES","HUANCA HUANCA",-12.9189354,-74.6101325
90308,"HUANCAVELICA","ANGARAES","HUAYLLAY GRANDE",-12.9423943,-74.701823
90309,"HUANCAVELICA","ANGARAES","JULCAMARCA",-13.014195,-74.4441593
90310,"HUANCAVELICA","ANGARAES","SAN ANTONIO DE",-12.78261,-74.97266
90311,"HUANCAVELICA","ANGARAES","SANTO TOMAS DE PATA",-13.1131122,-74.4193193
90312,"HUANCAVELICA","ANGARAES","SECCLLA",-13.0826043,-74.5548231
90401,"HUANCAVELICA","CASTROVIRREYNA","CASTROVIRREYNA",-13.2833505,-75.3190792
90402,"HUANCAVELICA","CASTROVIRREYNA","ARMA",-13.119588,-75.4995574
90403,"HUANCAVELICA","CASTROVIRREYNA","AURAHUA",-13.0345915,-75.5702545
90404,"HUANCAVELICA","CASTROVIRREYNA","CAPILLAS",-13.2931099,-75.5423408
90405,"HUANCAVELICA","CASTROVIRREYNA","CHUPAMARCA",-13.0375725,-75.6097176
90406,"HUANCAVELICA","CASTROVIRREYNA","COCAS",-13.2759649,-75.3724533
90407,"HUANCAVELICA","CASTROVIRREYNA","HUACHOS",-13.2199235,-75.533642
90408,"HUANCAVELICA","CASTROVIRREYNA","HUAMATAMBO",-13.1043837,-75.6900782
90409,"HUANCAVELICA","CASTROVIRREYNA","MOLLEPAMPA",-13.3112167,-75.4100221
90410,"HUANCAVELICA","CASTROVIRREYNA","SAN JUAN",-13.2034336,-75.6345057
90411,"HUANCAVELICA","CASTROVIRREYNA","SANTA ANA",-13.0718246,-75.140173
90412,"HUANCAVELICA","CASTROVIRREYNA","TANTARA",-13.0738858,-75.6447005
90413,"HUANCAVELICA","CASTROVIRREYNA","TICRAPO",-13.3818012,-75.4324836
90501,"HUANCAVELICA","CHURCAMPA","CHURCAMPA",-12.5737973,-74.4781851
90502,"HUANCAVELICA","CHURCAMPA","ANCO",-12.643635,-74.5724185
90503,"HUANCAVELICA","CHURCAMPA","CHINCHIHUASI",-12.5185266,-74.5477628
90504,"HUANCAVELICA","CHURCAMPA","EL CARMEN",-12.7014725,-74.4949864
90505,"HUANCAVELICA","CHURCAMPA","LA MERCED",-12.7882357,-74.3589274
90506,"HUANCAVELICA","CHURCAMPA","LOCROJA",-12.7402997,-74.4417478
90507,"HUANCAVELICA","CHURCAMPA","PAUCARBAMBA",-12.5540738,-74.5319669
